Scenario,Region,Variable,Year,Electricity generation,Electricity capacity
Canada Net-zero,Ontario,Biomass / Geothermal,2033,2084.88,748.62
Current Measures,Ontario,Biomass / Geothermal,2033,1889.1,698.62
Global Net-zero,Ontario,Biomass / Geothermal,2033,2703.08,748.62
Canada Net-zero,Ontario,Hydro / Wave / Tidal,2033,40150.46,9863.68
Current Measures,Ontario,Hydro / Wave / Tidal,2033,37690.86,9263.68
Global Net-zero,Ontario,Hydro / Wave / Tidal,2033,40172.59,9863.68
Canada Net-zero,Ontario,Natural Gas,2033,9100.33,19370.67
Current Measures,Ontario,Natural Gas,2033,17104.43,13894.7
Global Net-zero,Ontario,Natural Gas,2033,14437,20581.62
Canada Net-zero,Ontario,Oil,2033,13.66,228.45
Current Measures,Ontario,Oil,2033,13.66,228.45
Global Net-zero,Ontario,Oil,2033,13.66,228.45
Canada Net-zero,Ontario,Solar,2033,9568.2,3016.18
Current Measures,Ontario,Solar,2033,8710.19,2669.46
Global Net-zero,Ontario,Solar,2033,10253.2,3389.46
Canada Net-zero,Ontario,Uranium,2033,112350.77,15640.2
Current Measures,Ontario,Uranium,2033,78493.93,10360
Global Net-zero,Ontario,Uranium,2033,100050.56,13369.14
Canada Net-zero,Ontario,Wind,2033,50331.09,13423.17
Current Measures,Ontario,Wind,2033,30852.69,9157.11
Global Net-zero,Ontario,Wind,2033,50870.21,13678.86
Canada Net-zero,Prince Edward Island,Biomass / Geothermal,2033,8.27,2.1
Current Measures,Prince Edward Island,Biomass / Geothermal,2033,8.8,2.1
Global Net-zero,Prince Edward Island,Biomass / Geothermal,2033,9.53,2.1
Canada Net-zero,Prince Edward Island,Oil,2033,80.01,170.45
Current Measures,Prince Edward Island,Oil,2033,29.9,170.45
Global Net-zero,Prince Edward Island,Oil,2033,115.04,170.45
Canada Net-zero,Prince Edward Island,Solar,2033,100.63,61.97
Current Measures,Prince Edward Island,Solar,2033,2.71,0
Global Net-zero,Prince Edward Island,Solar,2033,79.63,47.28
Canada Net-zero,Prince Edward Island,Uranium,2033,0,0
Global Net-zero,Prince Edward Island,Uranium,2033,0,0
Canada Net-zero,Prince Edward Island,Wind,2033,1546.22,419.34
Current Measures,Prince Edward Island,Wind,2033,1863.56,544.56
Global Net-zero,Prince Edward Island,Wind,2033,1338.79,358.28
Canada Net-zero,Quebec,Biomass / Geothermal,2033,1669.39,326.39
Current Measures,Quebec,Biomass / Geothermal,2033,6079.64,7696.58
Global Net-zero,Quebec,Biomass / Geothermal,2033,1762.31,326.39
Canada Net-zero,Quebec,Hydro / Wave / Tidal,2033,254321.36,45322.38
Current Measures,Quebec,Hydro / Wave / Tidal,2033,244993.62,43486.87
Global Net-zero,Quebec,Hydro / Wave / Tidal,2033,252798.5,44944
Canada Net-zero,Quebec,Natural Gas,2033,149.75,560
Current Measures,Quebec,Natural Gas,2033,0,560
Global Net-zero,Quebec,Natural Gas,2033,159.25,560
Canada Net-zero,Quebec,Oil,2033,322.72,244
Current Measures,Quebec,Oil,2033,320.62,244
Global Net-zero,Quebec,Oil,2033,322.9,244
Canada Net-zero,Quebec,Solar,2033,277.2,0.3
Current Measures,Quebec,Solar,2033,149,0.3
Global Net-zero,Quebec,Solar,2033,433.3,108.3
Canada Net-zero,Quebec,Uranium,2033,0,0
Global Net-zero,Quebec,Uranium,2033,0,0
Canada Net-zero,Quebec,Wind,2033,18590.5,5177.63
Current Measures,Quebec,Wind,2033,26071.3,7883.28
Global Net-zero,Quebec,Wind,2033,15356.87,4671.97
Canada Net-zero,Saskatchewan,Biomass / Geothermal,2033,2863.02,369.33
Current Measures,Saskatchewan,Biomass / Geothermal,2033,288.21,36
Global Net-zero,Saskatchewan,Biomass / Geothermal,2033,2818.93,369.33
Canada Net-zero,Saskatchewan,Coal & Coke,2033,659.64,115
Current Measures,Saskatchewan,Coal & Coke,2033,654.81,115
Global Net-zero,Saskatchewan,Coal & Coke,2033,654.81,115
Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,2033,3859.13,969.06
Current Measures,Saskatchewan,Hydro / Wave / Tidal,2033,4245.88,939.06
Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,2033,4043.77,939.06
Canada Net-zero,Saskatchewan,Natural Gas,2033,5664.83,3894.35
Current Measures,Saskatchewan,Natural Gas,2033,12421.88,3871.07
Global Net-zero,Saskatchewan,Natural Gas,2033,8761.76,3943.64
Canada Net-zero,Saskatchewan,Oil,2033,0,16.96
Current Measures,Saskatchewan,Oil,2033,0,16.96
Global Net-zero,Saskatchewan,Oil,2033,0,16.96
Canada Net-zero,Saskatchewan,Solar,2033,2013.46,926.49
Current Measures,Saskatchewan,Solar,2033,1154.28,524.94
Global Net-zero,Saskatchewan,Solar,2033,1124.48,469.38
Canada Net-zero,Saskatchewan,Uranium,2033,4938,642
Global Net-zero,Saskatchewan,Uranium,2033,3449.43,423.26
Canada Net-zero,Saskatchewan,Wind,2033,14818.37,4012.21
Current Measures,Saskatchewan,Wind,2033,11012.44,2959.63
Global Net-zero,Saskatchewan,Wind,2033,11464.92,3126.56
Canada Net-zero,Yukon,Biomass / Geothermal,2033,69.63,43.93
Current Measures,Yukon,Biomass / Geothermal,2033,104.72,36.73
Global Net-zero,Yukon,Biomass / Geothermal,2033,44.44,40.56
Canada Net-zero,Yukon,Hydro / Wave / Tidal,2033,466.16,104.5
Current Measures,Yukon,Hydro / Wave / Tidal,2033,466.16,104.5
Global Net-zero,Yukon,Hydro / Wave / Tidal,2033,466.16,104.5
Canada Net-zero,Yukon,Natural Gas,2033,171.81,19.8
Current Measures,Yukon,Natural Gas,2033,159.22,19.8
Global Net-zero,Yukon,Natural Gas,2033,168.95,19.8
Canada Net-zero,Yukon,Oil,2033,155.92,23.57
Current Measures,Yukon,Oil,2033,22.34,23.57
Global Net-zero,Yukon,Oil,2033,151.06,23.57
Canada Net-zero,Yukon,Solar,2033,4.34,2.04
Current Measures,Yukon,Solar,2033,3.74,2.04
Global Net-zero,Yukon,Solar,2033,4.34,2.04
Canada Net-zero,Yukon,Wind,2033,14.57,11.02
Current Measures,Yukon,Wind,2033,14.57,10.97
Global Net-zero,Yukon,Wind,2033,14.57,10.95
Canada Net-zero,Alberta,Biomass / Geothermal,2034,6073.64,867.87
Current Measures,Alberta,Biomass / Geothermal,2034,950.2,285.65
Global Net-zero,Alberta,Biomass / Geothermal,2034,6227.3,867.87
Canada Net-zero,Alberta,Coal & Coke,2034,0,0
Current Measures,Alberta,Coal & Coke,2034,0,0
Global Net-zero,Alberta,Coal & Coke,2034,0,0
Canada Net-zero,Alberta,Hydro / Wave / Tidal,2034,1493.42,894.35
Current Measures,Alberta,Hydro / Wave / Tidal,2034,1651.07,894.35
Global Net-zero,Alberta,Hydro / Wave / Tidal,2034,1576.65,894.35
Canada Net-zero,Alberta,Natural Gas,2034,32057.34,14626.86
Current Measures,Alberta,Natural Gas,2034,88707.53,17184.36
Global Net-zero,Alberta,Natural Gas,2034,33248.93,13940.17
Canada Net-zero,Alberta,Oil,2034,0,7.15
Current Measures,Alberta,Oil,2034,0,7.15
Global Net-zero,Alberta,Oil,2034,0,7.15
Canada Net-zero,Alberta,Solar,2034,21477.91,10795.91
Current Measures,Alberta,Solar,2034,6469.05,3100.47
Global Net-zero,Alberta,Solar,2034,18233.1,9005.69
Canada Net-zero,Alberta,Uranium,2034,3028.82,367.17
Global Net-zero,Alberta,Uranium,2034,0,0
Canada Net-zero,Alberta,Wind,2034,58177.58,15202.92
Current Measures,Alberta,Wind,2034,14174.01,3748.56
Global Net-zero,Alberta,Wind,2034,44521.78,11726.96
Canada Net-zero,British Columbia,Biomass / Geothermal,2034,5624.23,1145.72
Current Measures,British Columbia,Biomass / Geothermal,2034,2849.55,1079.05
Global Net-zero,British Columbia,Biomass / Geothermal,2034,5518.62,1045.72
Canada Net-zero,British Columbia,Hydro / Wave / Tidal,2034,62957.2,17053.47
Current Measures,British Columbia,Hydro / Wave / Tidal,2034,63819.08,17253.47
Global Net-zero,British Columbia,Hydro / Wave / Tidal,2034,62731.75,17053.47
Canada Net-zero,British Columbia,Natural Gas,2034,2482.26,3953.37
Current Measures,British Columbia,Natural Gas,2034,10439.16,4922.11
Global Net-zero,British Columbia,Natural Gas,2034,2277.48,3042.29
Canada Net-zero,British Columbia,Oil,2034,0,36.46
Current Measures,British Columbia,Oil,2034,0,36.46
Global Net-zero,British Columbia,Oil,2034,0,36.46
Canada Net-zero,British Columbia,Solar,2034,5008.72,2713.74
Current Measures,British Columbia,Solar,2034,5815.22,3534.69
Global Net-zero,British Columbia,Solar,2034,5331.18,2921.46
Canada Net-zero,British Columbia,Uranium,2034,14623.8,1712
Global Net-zero,British Columbia,Uranium,2034,5036.25,598.34
Canada Net-zero,British Columbia,Wind,2034,8112.41,2568.43
Current Measures,British Columbia,Wind,2034,5254.91,1695.56
Global Net-zero,British Columbia,Wind,2034,7248.39,2350.48
Canada Net-zero,Manitoba,Biomass / Geothermal,2034,75.42,29.06
Current Measures,Manitoba,Biomass / Geothermal,2034,375.25,502.61
Global Net-zero,Manitoba,Biomass / Geothermal,2034,75.42,22
Canada Net-zero,Manitoba,Hydro / Wave / Tidal,2034,44187.66,7656.01
Current Measures,Manitoba,Hydro / Wave / Tidal,2034,36889.6,6572.69
Global Net-zero,Manitoba,Hydro / Wave / Tidal,2034,43870.24,7604.48
Canada Net-zero,Manitoba,Natural Gas,2034,14.41,402.61
Current Measures,Manitoba,Natural Gas,2034,8.8,402.61
Global Net-zero,Manitoba,Natural Gas,2034,16.92,402.61
Canada Net-zero,Manitoba,Oil,2034,0.97,37.31
Current Measures,Manitoba,Oil,2034,0.57,37.31
Global Net-zero,Manitoba,Oil,2034,1.25,37.31
Canada Net-zero,Manitoba,Solar,2034,81.48,6
Current Measures,Manitoba,Solar,2034,45.69,6
Global Net-zero,Manitoba,Solar,2034,152.71,46
Canada Net-zero,Manitoba,Uranium,2034,1448.62,393.03
Global Net-zero,Manitoba,Uranium,2034,273.96,68.47
Canada Net-zero,Manitoba,Wind,2034,1125.97,419.93
Current Measures,Manitoba,Wind,2034,3014.17,937.93
Global Net-zero,Manitoba,Wind,2034,1125.89,417.55
Canada Net-zero,New Brunswick,Biomass / Geothermal,2034,158.27,79.2
Current Measures,New Brunswick,Biomass / Geothermal,2034,147.14,79.2
Global Net-zero,New Brunswick,Biomass / Geothermal,2034,211.13,79.2
Canada Net-zero,New Brunswick,Coal & Coke,2034,0,0
Current Measures,New Brunswick,Coal & Coke,2034,0,0
Global Net-zero,New Brunswick,Coal & Coke,2034,0,0
Canada Net-zero,New Brunswick,Hydro / Wave / Tidal,2034,2459.56,960.98
Current Measures,New Brunswick,Hydro / Wave / Tidal,2034,2847.91,960.98
Global Net-zero,New Brunswick,Hydro / Wave / Tidal,2034,2394.12,960.98
Canada Net-zero,New Brunswick,Natural Gas,2034,40,290
Current Measures,New Brunswick,Natural Gas,2034,0.14,290
Global Net-zero,New Brunswick,Natural Gas,2034,16.9,290
Canada Net-zero,New Brunswick,Oil,2034,0.73,1564.34
Current Measures,New Brunswick,Oil,2034,0,1564.34
Global Net-zero,New Brunswick,Oil,2034,5.75,1564.34
Canada Net-zero,New Brunswick,Solar,2034,71.86,30.16
Current Measures,New Brunswick,Solar,2034,64.88,30.16
Global Net-zero,New Brunswick,Solar,2034,192.46,110.16
Canada Net-zero,New Brunswick,Uranium,2034,5081.41,705
Current Measures,New Brunswick,Uranium,2034,5319.24,705
Global Net-zero,New Brunswick,Uranium,2034,5087.36,705
Canada Net-zero,New Brunswick,Wind,2034,6022.1,1893.18
Current Measures,New Brunswick,Wind,2034,5811.13,1692.04
Global Net-zero,New Brunswick,Wind,2034,6369.57,1963.63
Canada Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,2034,45692.16,7607.06
Current Measures,Newfoundland and Labrador,Hydro / Wave / Tidal,2034,45092.66,7607.06
Global Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,2034,45690.2,7607.06
Canada Net-zero,Newfoundland and Labrador,Natural Gas,2034,3.48,120
Current Measures,Newfoundland and Labrador,Natural Gas,2034,0,120
Global Net-zero,Newfoundland and Labrador,Natural Gas,2034,0,120
Canada Net-zero,Newfoundland and Labrador,Oil,2034,0,279.55
Current Measures,Newfoundland and Labrador,Oil,2034,0,279.55
Global Net-zero,Newfoundland and Labrador,Oil,2034,0,279.55
Canada Net-zero,Newfoundland and Labrador,Solar,2034,13.81,0.02
Current Measures,Newfoundland and Labrador,Solar,2034,8.07,0.02
Global Net-zero,Newfoundland and Labrador,Solar,2034,13.81,0.02
Canada Net-zero,Newfoundland and Labrador,Wind,2034,194.5,54.3
Current Measures,Newfoundland and Labrador,Wind,2034,194.5,54.3
Global Net-zero,Newfoundland and Labrador,Wind,2034,194.5,54.3
Canada Net-zero,Nova Scotia,Biomass / Geothermal,2034,52.02,112.56
Current Measures,Nova Scotia,Biomass / Geothermal,2034,369.01,112.56
Global Net-zero,Nova Scotia,Biomass / Geothermal,2034,95.94,112.56
Canada Net-zero,Nova Scotia,Coal & Coke,2034,0,0
Current Measures,Nova Scotia,Coal & Coke,2034,0,0
Global Net-zero,Nova Scotia,Coal & Coke,2034,0,0
Canada Net-zero,Nova Scotia,Hydro / Wave / Tidal,2034,296.57,389.35
Current Measures,Nova Scotia,Hydro / Wave / Tidal,2034,987.57,389.35
Global Net-zero,Nova Scotia,Hydro / Wave / Tidal,2034,286.39,389.35
Canada Net-zero,Nova Scotia,Natural Gas,2034,59.44,1375.1
Current Measures,Nova Scotia,Natural Gas,2034,5621.15,1673.1
Global Net-zero,Nova Scotia,Natural Gas,2034,39.52,658.7
Canada Net-zero,Nova Scotia,Oil,2034,0,222.3
Current Measures,Nova Scotia,Oil,2034,0,222.3
Global Net-zero,Nova Scotia,Oil,2034,0,222.3
Canada Net-zero,Nova Scotia,Solar,2034,16.45,0.37
Current Measures,Nova Scotia,Solar,2034,9.82,0.37
Global Net-zero,Nova Scotia,Solar,2034,81.64,80.37
Canada Net-zero,Nova Scotia,Wind,2034,19996.34,5003.18
Current Measures,Nova Scotia,Wind,2034,2862.17,794
Global Net-zero,Nova Scotia,Wind,2034,19877.99,5003.18
Canada Net-zero,Northwest Territories,Hydro / Wave / Tidal,2034,548.73,115.48
Current Measures,Northwest Territories,Hydro / Wave / Tidal,2034,319.04,115.48
Global Net-zero,Northwest Territories,Hydro / Wave / Tidal,2034,430.82,115.48
Canada Net-zero,Northwest Territories,Natural Gas,2034,114.47,17.8
Current Measures,Northwest Territories,Natural Gas,2034,0,17.8
Global Net-zero,Northwest Territories,Natural Gas,2034,0.69,17.8
Canada Net-zero,Northwest Territories,Oil,2034,29.89,89.2
Current Measures,Northwest Territories,Oil,2034,12.24,120
Global Net-zero,Northwest Territories,Oil,2034,6.51,89.2
Canada Net-zero,Northwest Territories,Solar,2034,7.9,5.02
Current Measures,Northwest Territories,Solar,2034,3.21,2.02
Global Net-zero,Northwest Territories,Solar,2034,3.7,2.02
Canada Net-zero,Northwest Territories,Wind,2034,35.49,19.62
Current Measures,Northwest Territories,Wind,2034,17.32,13.2
Global Net-zero,Northwest Territories,Wind,2034,24.02,13.2
Current Measures,Nunavut,Biomass / Geothermal,2034,0,0
Canada Net-zero,Nunavut,Oil,2034,334.3,70.28
Current Measures,Nunavut,Oil,2034,300.47,70.28
Global Net-zero,Nunavut,Oil,2034,328.16,70.28
Canada Net-zero,Nunavut,Solar,2034,2.77,2.03
Current Measures,Nunavut,Solar,2034,2.45,2.03
Global Net-zero,Nunavut,Solar,2034,2.77,2.03
Canada Net-zero,Nunavut,Wind,2034,16.27,5.85
Current Measures,Nunavut,Wind,2034,16.27,5.76
Global Net-zero,Nunavut,Wind,2034,16.27,5.74
Canada Net-zero,Ontario,Biomass / Geothermal,2034,1770.08,765.29
Current Measures,Ontario,Biomass / Geothermal,2034,1801.02,698.62
Global Net-zero,Ontario,Biomass / Geothermal,2034,2534.26,765.29
Canada Net-zero,Ontario,Hydro / Wave / Tidal,2034,40752.79,10063.68
Current Measures,Ontario,Hydro / Wave / Tidal,2034,37656.63,9263.68
Global Net-zero,Ontario,Hydro / Wave / Tidal,2034,40793.53,10063.68
Canada Net-zero,Ontario,Natural Gas,2034,6367.23,20732.31
Current Measures,Ontario,Natural Gas,2034,14420.46,14675.63
Global Net-zero,Ontario,Natural Gas,2034,11441.17,22269.46
Canada Net-zero,Ontario,Oil,2034,13.66,228.45
Current Measures,Ontario,Oil,2034,13.66,228.45
Global Net-zero,Ontario,Oil,2034,13.66,228.45
Canada Net-zero,Ontario,Solar,2034,9644.83,3016.18
Current Measures,Ontario,Solar,2034,8711.23,2669.46
Global Net-zero,Ontario,Solar,2034,10746.7,3629.46
Canada Net-zero,Ontario,Uranium,2034,125625.03,18240.27
Current Measures,Ontario,Uranium,2034,84547.26,11200
Global Net-zero,Ontario,Uranium,2034,110934.82,15212.18
Canada Net-zero,Ontario,Wind,2034,57229.92,15243.71
Current Measures,Ontario,Wind,2034,32327.82,9612.31
Global Net-zero,Ontario,Wind,2034,58478.82,15643.86
Canada Net-zero,Prince Edward Island,Biomass / Geothermal,2034,7.81,2.1
Current Measures,Prince Edward Island,Biomass / Geothermal,2034,8.39,2.1
Global Net-zero,Prince Edward Island,Biomass / Geothermal,2034,9.11,2.1
Canada Net-zero,Prince Edward Island,Oil,2034,112.57,170.45
Current Measures,Prince Edward Island,Oil,2034,33.78,170.45
Global Net-zero,Prince Edward Island,Oil,2034,133.98,170.45
Canada Net-zero,Prince Edward Island,Solar,2034,101.08,61.97
Current Measures,Prince Edward Island,Solar,2034,2.71,0
Global Net-zero,Prince Edward Island,Solar,2034,96.03,57.28
Canada Net-zero,Prince Edward Island,Uranium,2034,0,0
Global Net-zero,Prince Edward Island,Uranium,2034,0,0
Canada Net-zero,Prince Edward Island,Wind,2034,1551.23,419.34
Current Measures,Prince Edward Island,Wind,2034,1938.67,574.43
Global Net-zero,Prince Edward Island,Wind,2034,1338.88,358.28
Canada Net-zero,Quebec,Biomass / Geothermal,2034,1594.24,326.39
Current Measures,Quebec,Biomass / Geothermal,2034,8651.8,8105.77
Global Net-zero,Quebec,Biomass / Geothermal,2034,1690.43,326.39
Canada Net-zero,Quebec,Hydro / Wave / Tidal,2034,255905.01,45654.63
Current Measures,Quebec,Hydro / Wave / Tidal,2034,244953.67,43486.87
Global Net-zero,Quebec,Hydro / Wave / Tidal,2034,255057.02,45465.44
Canada Net-zero,Quebec,Natural Gas,2034,146.23,560
Current Measures,Quebec,Natural Gas,2034,0,560
Global Net-zero,Quebec,Natural Gas,2034,129.76,560
Canada Net-zero,Quebec,Oil,2034,322.76,244
Current Measures,Quebec,Oil,2034,320.62,244
Global Net-zero,Quebec,Oil,2034,322.9,244
Canada Net-zero,Quebec,Solar,2034,320.91,0.3
Current Measures,Quebec,Solar,2034,169.39,0.3
Global Net-zero,Quebec,Solar,2034,529.04,144.3
Canada Net-zero,Quebec,Uranium,2034,0,0
Global Net-zero,Quebec,Uranium,2034,0,0
Canada Net-zero,Quebec,Wind,2034,19344.76,5382.65
Current Measures,Quebec,Wind,2034,27659.34,8346.15
Global Net-zero,Quebec,Wind,2034,15482.65,4708.44
Canada Net-zero,Saskatchewan,Biomass / Geothermal,2034,3690.05,480.44
Current Measures,Saskatchewan,Biomass / Geothermal,2034,284.24,36
Global Net-zero,Saskatchewan,Biomass / Geothermal,2034,3649.6,480.44
Canada Net-zero,Saskatchewan,Coal & Coke,2034,661,115
Current Measures,Saskatchewan,Coal & Coke,2034,654.81,115
Global Net-zero,Saskatchewan,Coal & Coke,2034,654.81,115
Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,2034,3656.93,979.06
Current Measures,Saskatchewan,Hydro / Wave / Tidal,2034,4217.04,939.06
Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,2034,3903.4,939.06
Canada Net-zero,Saskatchewan,Natural Gas,2034,4109.08,3894.35
Current Measures,Saskatchewan,Natural Gas,2034,12015.89,4005.91
Global Net-zero,Saskatchewan,Natural Gas,2034,7506.62,4063.6
Canada Net-zero,Saskatchewan,Oil,2034,0,16.96
Current Measures,Saskatchewan,Oil,2034,0,16.96
Global Net-zero,Saskatchewan,Oil,2034,0,16.96
Canada Net-zero,Saskatchewan,Solar,2034,2551.4,1196.66
Current Measures,Saskatchewan,Solar,2034,1448.21,667.92
Global Net-zero,Saskatchewan,Solar,2034,1387.45,593.84
Canada Net-zero,Saskatchewan,Uranium,2034,6150.41,856
Global Net-zero,Saskatchewan,Uranium,2034,4454.75,564.35
Canada Net-zero,Saskatchewan,Wind,2034,16112.88,4452.64
Current Measures,Saskatchewan,Wind,2034,11785.85,3168.49
Global Net-zero,Saskatchewan,Wind,2034,12392.42,3394.52
Canada Net-zero,Yukon,Biomass / Geothermal,2034,84.99,43.93
Current Measures,Yukon,Biomass / Geothermal,2034,112.71,36.73
Global Net-zero,Yukon,Biomass / Geothermal,2034,58.14,40.56
Canada Net-zero,Yukon,Hydro / Wave / Tidal,2034,466.16,104.5
Current Measures,Yukon,Hydro / Wave / Tidal,2034,466.16,104.5
Global Net-zero,Yukon,Hydro / Wave / Tidal,2034,466.16,104.5
Canada Net-zero,Yukon,Natural Gas,2034,172.72,19.8
Current Measures,Yukon,Natural Gas,2034,161.44,19.8
Global Net-zero,Yukon,Natural Gas,2034,170.92,19.8
Canada Net-zero,Yukon,Oil,2034,160.9,23.57
Current Measures,Yukon,Oil,2034,22.34,23.57
Global Net-zero,Yukon,Oil,2034,155.62,23.57
Canada Net-zero,Yukon,Solar,2034,4.31,2.04
Current Measures,Yukon,Solar,2034,3.72,2.04
Global Net-zero,Yukon,Solar,2034,4.31,2.04
Canada Net-zero,Yukon,Wind,2034,14.57,11.02
Current Measures,Yukon,Wind,2034,14.57,10.97
Global Net-zero,Yukon,Wind,2034,14.57,10.95
Canada Net-zero,Alberta,Biomass / Geothermal,2035,6776.06,1013.43
Current Measures,Alberta,Biomass / Geothermal,2035,858.36,285.65
Global Net-zero,Alberta,Biomass / Geothermal,2035,6939.32,1013.43
Canada Net-zero,Alberta,Coal & Coke,2035,0,0
Current Measures,Alberta,Coal & Coke,2035,0,0
